Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
3.35,5.69,0,50.74,100,Weekend,Saturday,Light_Load
2.88,0,13.79,100,20.44,Weekday,Wednesday,Medium_Load
91.84,24.66,0,96.58,100,Weekday,Tuesday,Medium_Load
110.2,58.03,0,88.48,100,Weekend,Sunday,Maximum_Load
67.32,49.54,0,80.54,100,Weekday,Friday,Light_Load
77.08,26.35,0,94.62,100,Weekday,Friday,Maximum_Load
37.33,15.52,0,92.34,100,Weekday,Tuesday,Medium_Load
46.12,11.02,0.07,97.26,100,Weekday,Tuesday,Medium_Load
3.28,3.13,0,72.35,100,Weekend,Sunday,Light_Load
4.14,3.64,0.04,75.1,100,Weekday,Tuesday,Maximum_Load
60.3,36.32,0,85.66,100,Weekday,Wednesday,Maximum_Load
2.84,0,10.58,100,25.93,Weekday,Monday,Light_Load
4.75,0,17.89,100,25.66,Weekend,Sunday,Light_Load
3.1,5.65,0,48.1,100,Weekday,Thursday,Light_Load
3.02,6.19,0,43.85,100,Weekday,Friday,Light_Load
2.88,5.62,0,45.61,100,Weekday,Thursday,Light_Load
3.06,3.42,0,66.68,100,Weekend,Sunday,Light_Load
3.38,5.8,0,50.35,100,Weekday,Thursday,Light_Load
2.77,5.62,0,44.21,100,Weekend,Sunday,Light_Load
3.13,5.15,0,51.94,100,Weekday,Monday,Light_Load
2.81,5.54,0,45.24,100,Weekday,Friday,Light_Load
2.7,4.75,0,49.42,100,Weekday,Friday,Light_Load
61.56,30.46,0,89.63,100,Weekday,Monday,Maximum_Load
3.49,0,11.34,100,29.41,Weekend,Saturday,Medium_Load
72.86,23.54,0,95.16,100,Weekday,Friday,Medium_Load
96.98,36.9,0,93.46,100,Weekday,Friday,Maximum_Load
2.81,5.62,0,44.72,100,Weekday,Monday,Light_Load
3.28,3.82,0,65.14,100,Weekday,Wednesday,Medium_Load
4.93,3.49,0,81.62,100,Weekday,Friday,Light_Load
2.66,6.3,0.07,38.9,99.97,Weekend,Saturday,Light_Load
55.4,37.94,0,82.51,100,Weekday,Wednesday,Maximum_Load
3.1,2.59,0,76.74,100,Weekday,Thursday,Light_Load
2.88,4.61,0,52.98,100,Weekend,Sunday,Light_Load
3.17,5.87,0,47.52,100,Weekend,Sunday,Light_Load
44.93,2.66,2.16,99.83,99.88,Weekday,Friday,Maximum_Load
2.74,4.46,0,52.35,100,Weekday,Wednesday,Light_Load
104.08,35.6,0,94.62,100,Weekday,Friday,Maximum_Load
3.89,3.46,0.07,74.72,99.98,Weekday,Tuesday,Light_Load
3.64,4.46,0,63.23,100,Weekday,Thursday,Light_Load
36.4,14.94,0,92.51,100,Weekday,Tuesday,Maximum_Load
53.06,26.17,0,89.68,100,Weekday,Monday,Medium_Load
3.85,0,17.53,100,21.45,Weekend,Saturday,Light_Load
49.25,32.58,0.58,83.4,99.99,Weekday,Wednesday,Medium_Load
4.97,0,26.96,100,18.13,Weekend,Sunday,Medium_Load
2.74,5,0,48.06,100,Weekend,Sunday,Light_Load
3.42,4.82,0,57.87,100,Weekday,Friday,Light_Load
3.31,3.71,0,66.57,100,Weekday,Monday,Light_Load
3.42,5.04,0,56.15,100,Weekend,Sunday,Light_Load
4.68,0,27.43,100,16.82,Weekday,Wednesday,Light_Load
56.09,24.7,0,91.52,100,Weekend,Saturday,Medium_Load
3.06,0,13.97,100,21.4,Weekend,Saturday,Light_Load
3.31,0,13.79,100,23.34,Weekend,Saturday,Light_Load
3.71,4.82,0,60.99,100,Weekday,Thursday,Light_Load
4.93,1.84,15.44,93.69,30.42,Weekday,Tuesday,Maximum_Load
42.98,1.62,0.14,99.93,100,Weekday,Monday,Medium_Load
2.99,5.58,0,47.23,100,Weekend,Saturday,Light_Load
2.7,5.58,0,43.56,100,Weekday,Friday,Light_Load
107.93,31.86,0,95.91,100,Weekday,Thursday,Medium_Load
31.61,0.68,2.45,99.98,99.7,Weekend,Sunday,Medium_Load
104.54,52.16,0,89.48,100,Weekday,Thursday,Maximum_Load
68.8,30.31,0,91.51,100,Weekday,Friday,Maximum_Load
4.75,0,21.71,100,21.37,Weekend,Sunday,Light_Load
73.22,58.82,0,77.96,100,Weekday,Thursday,Light_Load
2.56,4.54,0,49.12,100,Weekend,Saturday,Light_Load
2.63,0,8.24,100,30.41,Weekday,Thursday,Light_Load
2.77,4.93,0,48.98,100,Weekday,Monday,Light_Load
85.21,40.79,0,90.2,100,Weekday,Monday,Medium_Load
3.42,1.01,4.1,95.91,64.06,Weekday,Tuesday,Medium_Load
33.08,0.22,3.35,100,99.49,Weekday,Friday,Medium_Load
2.99,0,17.03,100,17.29,Weekend,Sunday,Light_Load
112.46,56.7,0,89.29,100,Weekday,Thursday,Maximum_Load
90.14,54.32,0,85.65,100,Weekend,Sunday,Maximum_Load
3.6,0,21.06,100,16.85,Weekend,Saturday,Medium_Load
3.13,4.32,0,58.67,100,Weekday,Thursday,Light_Load
43.63,2.63,1.51,99.82,99.94,Weekday,Thursday,Medium_Load
2.74,0,11.59,100,23.01,Weekday,Tuesday,Light_Load
47.23,30.24,0,84.22,100,Weekday,Thursday,Maximum_Load
59.54,41.51,0,82.03,100,Weekday,Thursday,Maximum_Load
34.13,35.64,0,69.16,100,Weekday,Friday,Light_Load
3.71,4.39,0,64.55,100,Weekend,Saturday,Light_Load
3.13,0,5.36,100,50.43,Weekend,Sunday,Light_Load
41.76,12.24,0,95.96,100,Weekday,Wednesday,Maximum_Load
38.2,28.22,0,80.43,100,Weekday,Wednesday,Light_Load
2.63,0,11.81,100,21.74,Weekday,Wednesday,Light_Load
55.69,29.77,0,88.19,100,Weekday,Friday,Maximum_Load
51.3,4.03,2.23,99.69,99.91,Weekend,Saturday,Medium_Load
3.02,5,0,51.7,100,Weekday,Tuesday,Light_Load
121.68,62.24,0,89.03,100,Weekday,Thursday,Light_Load
3.53,5.26,0,55.72,100,Weekday,Tuesday,Light_Load
55.08,27.54,0,89.44,100,Weekday,Monday,Medium_Load
113,40.68,0,94.09,100,Weekday,Thursday,Medium_Load
3.06,4.18,0,59.07,100,Weekday,Monday,Light_Load
22.25,4.86,17.86,97.7,77.98,Weekend,Saturday,Medium_Load
5.29,0,17.89,100,28.36,Weekday,Monday,Medium_Load
4.46,0,24.62,100,17.83,Weekday,Wednesday,Medium_Load
3.42,2.66,0.07,78.94,99.98,Weekday,Thursday,Light_Load
3.46,3.89,0,66.46,100,Weekday,Tuesday,Light_Load
82.33,48.85,0,86,100,Weekday,Monday,Medium_Load
3.56,3.35,0,72.83,100,Weekday,Friday,Light_Load
3.35,4.93,0,56.2,100,Weekday,Wednesday,Light_Load
70.7,36.22,0,89,100,Weekday,Wednesday,Medium_Load
3.31,2.81,0,76.23,100,Weekday,Thursday,Light_Load
3.02,4.36,0,56.94,100,Weekday,Tuesday,Light_Load
3.92,3.06,0.25,78.83,99.8,Weekday,Friday,Maximum_Load
3.13,5.36,0,50.43,100,Weekday,Tuesday,Light_Load
43.42,14.62,0,94.77,100,Weekday,Wednesday,Maximum_Load
2.92,2.77,0,72.55,100,Weekday,Monday,Light_Load
62.5,34.85,0,87.34,100,Weekday,Friday,Medium_Load
90.18,36,0,92.87,100,Weekday,Friday,Maximum_Load
4.61,4.57,0,71.02,100,Weekday,Thursday,Light_Load
3.35,0,14.9,100,21.94,Weekend,Saturday,Light_Load
3.17,5.44,0,50.35,100,Weekday,Friday,Light_Load
2.66,3.46,0,60.95,100,Weekend,Sunday,Light_Load
2.95,5.26,0,48.92,100,Weekend,Saturday,Light_Load
3.67,4.39,0,64.14,100,Weekend,Saturday,Light_Load
31.54,0.9,1.44,99.96,99.9,Weekday,Monday,Maximum_Load
3.17,6.34,0,44.72,100,Weekday,Wednesday,Light_Load
34.99,20.34,0,86.45,100,Weekend,Sunday,Maximum_Load
2.66,4.1,0,54.43,100,Weekday,Wednesday,Light_Load
3.06,3.24,0,68.66,100,Weekend,Sunday,Light_Load
29.45,0.11,9.32,100,95.34,Weekend,Sunday,Medium_Load
3.38,2.23,0,83.47,100,Weekend,Saturday,Light_Load
3.78,5.65,0,55.61,100,Weekday,Tuesday,Light_Load
41.51,17.24,4.14,92.35,99.51,Weekday,Friday,Maximum_Load
3.06,4.21,0,58.79,100,Weekday,Friday,Light_Load
5.04,4.03,0,78.1,100,Weekday,Thursday,Light_Load
130.79,48.85,0,93.68,100,Weekday,Thursday,Medium_Load
3.46,3.74,0,67.91,100,Weekday,Friday,Light_Load
50.94,22.39,0,91.55,100,Weekday,Thursday,Maximum_Load
116.06,53.86,0,90.71,100,Weekday,Wednesday,Medium_Load
3.67,2.92,0.18,78.25,99.88,Weekday,Monday,Light_Load
4.72,0,23.04,100,20.07,Weekend,Saturday,Medium_Load
120.02,48.74,0,92.65,100,Weekday,Tuesday,Maximum_Load
3.6,6.19,0,50.27,100,Weekday,Thursday,Light_Load
52.63,21.46,0,92.6,100,Weekday,Tuesday,Maximum_Load
111.92,54.22,0,90,100,Weekday,Monday,Maximum_Load
3.42,6.23,0,48.12,100,Weekday,Thursday,Light_Load
3.71,3.42,0,73.53,100,Weekday,Tuesday,Light_Load
75.13,23.47,1.55,95.45,99.98,Weekday,Monday,Maximum_Load
2.63,4.43,0,51.05,100,Weekday,Tuesday,Light_Load
29.12,1.51,1.51,99.87,99.87,Weekend,Saturday,Maximum_Load
2.92,5.04,0,50.13,100,Weekend,Saturday,Light_Load
2.88,5.18,0,48.59,100,Weekend,Saturday,Light_Load
4.68,5.22,0,66.75,100,Weekday,Monday,Light_Load
3.1,4.57,0,56.14,100,Weekday,Thursday,Light_Load
32.18,1.12,0.54,99.94,99.99,Weekend,Saturday,Medium_Load
109.91,39.42,0,94.13,100,Weekend,Saturday,Medium_Load
102.02,34.6,0,94.7,100,Weekday,Wednesday,Medium_Load
37.33,34.49,0,73.45,100,Weekday,Friday,Light_Load
46.87,17.03,0,93.99,100,Weekday,Monday,Medium_Load
4.68,5.18,0,67.04,100,Weekday,Monday,Light_Load
42.91,15.7,0.11,93.91,100,Weekday,Friday,Maximum_Load
3.85,3.46,0,74.38,100,Weekday,Tuesday,Light_Load
96.91,33.59,0,94.49,100,Weekday,Wednesday,Medium_Load
67,34.7,0,88.8,100,Weekday,Tuesday,Maximum_Load
2.81,4.03,0,57.2,100,Weekday,Monday,Light_Load
3.28,5.54,0,50.95,100,Weekend,Sunday,Light_Load
2.84,5.72,0,44.47,100,Weekday,Thursday,Light_Load
64.62,51.19,0,78.39,100,Weekday,Tuesday,Light_Load
3.92,4.93,0,62.24,100,Weekday,Tuesday,Medium_Load
60.62,38.99,0,84.11,100,Weekday,Friday,Medium_Load
3.02,0,16.2,100,18.33,Weekday,Friday,Light_Load
2.52,4.5,0,48.86,100,Weekend,Saturday,Light_Load
73.66,51.77,0,81.81,100,Weekday,Thursday,Light_Load
3.64,5.9,0,52.51,100,Weekday,Tuesday,Light_Load
2.81,5.58,0,44.98,100,Weekday,Wednesday,Medium_Load
3.28,2.41,0,80.59,100,Weekday,Friday,Light_Load
3.2,5.4,0,50.98,100,Weekend,Saturday,Light_Load
125.39,63.68,0,89.16,100,Weekday,Monday,Maximum_Load
56.12,15.01,0.04,96.6,100,Weekday,Friday,Medium_Load
66.17,32.44,0,89.79,100,Weekday,Tuesday,Maximum_Load
39.89,12.38,0,95.51,100,Weekday,Wednesday,Medium_Load
28.01,7.13,6.16,96.91,97.67,Weekday,Tuesday,Medium_Load
3.67,0,17.14,100,20.94,Weekend,Saturday,Medium_Load
2.63,5.26,0,44.72,100,Weekday,Tuesday,Light_Load
2.92,0,10.8,100,26.1,Weekend,Saturday,Light_Load
45.58,11.41,0,97.01,100,Weekday,Tuesday,Maximum_Load
4.28,0,21.78,100,19.28,Weekend,Sunday,Light_Load
60.91,30.78,0,89.25,100,Weekend,Saturday,Medium_Load
81.65,37.94,0,90.69,100,Weekday,Thursday,Medium_Load
3.38,6.34,0,47.04,100,Weekday,Wednesday,Medium_Load
6.01,0,22,100,26.35,Weekday,Monday,Medium_Load
3.74,0,18.54,100,19.77,Weekend,Saturday,Light_Load
4.72,4.28,0,74.08,100,Weekday,Tuesday,Light_Load
37.73,10.04,5.29,96.64,99.03,Weekday,Wednesday,Medium_Load
3.6,0,18.61,100,18.99,Weekend,Sunday,Maximum_Load
3.2,4.39,0,58.9,100,Weekday,Tuesday,Light_Load
3.38,2.2,0.18,83.81,99.86,Weekday,Thursday,Light_Load
71.42,12.49,0,98.51,100,Weekday,Tuesday,Medium_Load
33.37,24.41,0,80.71,100,Weekday,Friday,Light_Load
50.58,40.9,0,77.76,100,Weekday,Monday,Light_Load
26.21,5.58,0.83,97.81,99.95,Weekday,Friday,Medium_Load
2.52,4.1,0,52.36,100,Weekend,Saturday,Light_Load
3.6,4.32,0,64.02,100,Weekday,Tuesday,Light_Load
50.65,37.55,0.18,80.33,100,Weekday,Tuesday,Maximum_Load
36.94,26.35,0,81.41,100,Weekday,Thursday,Light_Load
2.92,4.9,0,51.19,100,Weekday,Monday,Light_Load
3.31,2.27,0.18,82.47,99.85,Weekday,Thursday,Light_Load
6.98,0,20.52,100,32.2,Weekday,Wednesday,Medium_Load
3.31,4.68,0,57.74,100,Weekend,Saturday,Light_Load
3.67,5.29,0,57,100,Weekend,Sunday,Light_Load
33.26,7.74,5.9,97.4,98.46,Weekday,Monday,Medium_Load
3.17,4.79,0,55.19,100,Weekend,Sunday,Light_Load
2.84,5.76,0,44.22,100,Weekend,Saturday,Light_Load
3.67,5.04,0,58.86,100,Weekend,Saturday,Light_Load
53.89,18.83,0,94.4,100,Weekday,Monday,Medium_Load
60.16,31.61,0,88.52,100,Weekday,Friday,Medium_Load
3.24,0,6.23,100,46.14,Weekend,Saturday,Light_Load
2.92,4.39,0,55.38,100,Weekend,Sunday,Light_Load
2.77,0,14,100,19.41,Weekend,Saturday,Medium_Load
5.58,0,26.28,100,20.77,Weekend,Saturday,Light_Load
61.81,32.51,0,88.5,100,Weekday,Monday,Maximum_Load
4.61,4.54,0,71.25,100,Weekday,Wednesday,Light_Load
3.06,5.4,0,49.3,100,Weekday,Tuesday,Medium_Load
22.5,15.62,0,82.15,100,Weekday,Wednesday,Light_Load
2.88,4.64,0,52.74,100,Weekday,Tuesday,Light_Load
75.42,36.54,0,89.99,100,Weekday,Monday,Medium_Load
2.7,5.08,0,46.93,100,Weekend,Sunday,Light_Load
115.7,64.8,0,87.25,100,Weekday,Wednesday,Maximum_Load
40.28,4.43,0.07,99.4,100,Weekday,Thursday,Medium_Load
8.89,0,25.45,100,32.98,Weekday,Tuesday,Medium_Load
2.52,4.32,0,50.39,100,Weekday,Tuesday,Light_Load
4.86,3.24,0.04,83.21,100,Weekday,Tuesday,Light_Load
63.9,21.13,0,94.94,100,Weekday,Thursday,Maximum_Load
3.71,3.67,0,71.09,100,Weekday,Thursday,Light_Load
4.03,0,21.67,100,18.28,Weekend,Sunday,Light_Load
4.43,3.49,0,78.55,100,Weekday,Tuesday,Light_Load
27.43,19.3,0,81.78,100,Weekday,Monday,Medium_Load
2.59,0,11.92,100,21.23,Weekday,Wednesday,Light_Load
3.2,5.47,0,50.49,100,Weekday,Thursday,Light_Load
39.38,1.8,0.36,99.9,100,Weekday,Friday,Medium_Load
2.84,5.44,0,46.28,100,Weekday,Friday,Light_Load
9.72,0,25.24,100,35.94,Weekday,Tuesday,Medium_Load
3.35,2.12,0.04,84.5,99.99,Weekend,Sunday,Light_Load
2.81,5.33,0,46.64,100,Weekday,Wednesday,Light_Load
32,23.26,0.07,80.89,100,Weekday,Thursday,Light_Load
3.71,4.61,0,62.7,100,Weekday,Friday,Light_Load
31.46,1.87,5.65,99.82,98.43,Weekday,Tuesday,Medium_Load
73.19,46.04,0,84.65,100,Weekday,Monday,Maximum_Load
5.87,0,22.46,100,25.29,Weekday,Tuesday,Medium_Load
11.84,0,25.45,100,42.18,Weekday,Thursday,Medium_Load
97.92,38.56,0,93.05,100,Weekday,Monday,Medium_Load
61.31,55.98,0,73.85,100,Weekday,Friday,Light_Load
2.92,4.5,0,54.43,100,Weekday,Monday,Light_Load
4.07,2.63,0.32,83.99,99.69,Weekday,Thursday,Light_Load
3.42,0,16.85,100,19.89,Weekday,Friday,Light_Load
3.82,0,17.68,100,21.12,Weekday,Wednesday,Medium_Load
51.05,40.14,0,78.61,100,Weekday,Monday,Maximum_Load
2.59,4.32,0,51.42,100,Weekend,Saturday,Light_Load
64.12,28.98,0,91.13,100,Weekday,Thursday,Medium_Load
3.64,5.87,0,52.7,100,Weekday,Wednesday,Medium_Load
3.2,5.83,0,48.12,100,Weekday,Friday,Light_Load
56.2,27.97,0,89.53,100,Weekday,Wednesday,Maximum_Load
4.14,4.03,0,71.66,100,Weekend,Saturday,Light_Load
3.24,4.5,0,58.43,100,Weekday,Monday,Light_Load
37.04,4.93,2.41,99.13,99.79,Weekday,Thursday,Medium_Load
2.63,4.82,0,47.9,100,Weekday,Monday,Light_Load
36.29,15.3,0,92.15,100,Weekday,Tuesday,Medium_Load
41.9,14.51,0,94.49,100,Weekend,Saturday,Light_Load
6.37,7.92,0,62.67,100,Weekday,Tuesday,Light_Load
3.53,7.13,0,44.37,100,Weekday,Thursday,Medium_Load
2.56,4.07,0,53.24,100,Weekday,Friday,Light_Load
71.68,54.9,0,79.39,100,Weekday,Tuesday,Light_Load
52.74,16.31,0,95.54,100,Weekday,Thursday,Maximum_Load
2.7,3.53,0,60.75,100,Weekend,Sunday,Medium_Load
69.91,40.79,0,86.37,100,Weekday,Friday,Maximum_Load
55.69,36.29,0,83.78,100,Weekday,Monday,Maximum_Load
7.38,0,19.8,100,34.93,Weekday,Tuesday,Medium_Load
4.43,4.86,0,67.37,100,Weekday,Monday,Light_Load
4.93,3.96,0,77.96,100,Weekday,Monday,Light_Load
67.25,25.81,0,93.36,100,Weekday,Tuesday,Maximum_Load
3.71,2.81,0.18,79.72,99.88,Weekday,Wednesday,Light_Load
70.7,44.24,0,84.77,100,Weekday,Monday,Maximum_Load
4.93,0,25.99,100,18.64,Weekday,Tuesday,Medium_Load
41.44,36.5,0,75.04,100,Weekday,Tuesday,Light_Load
4.1,0,16.49,100,24.13,Weekday,Friday,Medium_Load
23.51,19.98,0,76.2,100,Weekday,Tuesday,Light_Load
3.1,3.42,0,67.16,100,Weekend,Sunday,Light_Load
62.96,32.87,0,88.65,100,Weekday,Tuesday,Maximum_Load
123.55,67.03,0,87.9,100,Weekday,Thursday,Maximum_Load
2.92,5.8,0,44.97,100,Weekday,Tuesday,Light_Load
83.23,49.25,0,86.06,100,Weekday,Monday,Medium_Load
45.9,21.96,0,90.21,100,Weekday,Wednesday,Medium_Load
2.81,1.8,0.32,84.21,99.36,Weekday,Tuesday,Light_Load
3.35,4.82,0,57.07,100,Weekday,Wednesday,Light_Load
35.64,1.22,1.69,99.94,99.89,Weekday,Monday,Medium_Load
3.64,7.2,0,45.12,100,Weekday,Tuesday,Light_Load
94.54,66.46,0,81.81,100,Weekday,Thursday,Maximum_Load
66.89,49.82,0,80.2,100,Weekday,Thursday,Maximum_Load
2.84,4.39,0,54.32,100,Weekend,Sunday,Medium_Load
3.53,0,16.7,100,20.68,Weekend,Sunday,Light_Load
91.19,43.96,0,90.08,100,Weekend,Saturday,Maximum_Load
3.31,0,17.35,100,18.74,Weekend,Sunday,Light_Load
83.09,47.95,0,86.61,100,Weekend,Saturday,Light_Load
66.85,42.73,0,84.26,100,Weekday,Monday,Maximum_Load
3.56,6.23,0,49.61,100,Weekday,Friday,Medium_Load
3.6,4.86,0,59.52,100,Weekday,Thursday,Light_Load
4.03,3.2,0.14,78.31,99.94,Weekend,Saturday,Light_Load
5.87,5.47,0,73.16,100,Weekday,Friday,Light_Load
3.2,0,17.96,100,17.54,Weekend,Saturday,Medium_Load
2.66,4.28,0,52.79,100,Weekend,Saturday,Light_Load
2.59,4.79,0,47.56,100,Weekend,Sunday,Light_Load
54.72,15.95,0,96,100,Weekday,Friday,Maximum_Load
95.18,44.6,0,90.55,100,Weekday,Wednesday,Light_Load
126.11,48.1,0,93.43,100,Weekday,Friday,Medium_Load
61.63,44.96,0,80.79,100,Weekday,Thursday,Maximum_Load
63.58,52.7,0,76.99,100,Weekday,Friday,Light_Load
39.53,29.92,0,79.74,100,Weekend,Saturday,Light_Load
49.43,20.38,0,92.45,100,Weekday,Thursday,Maximum_Load
2.77,4.97,0,48.68,100,Weekday,Thursday,Light_Load
4.18,0,20.2,100,20.26,Weekday,Tuesday,Light_Load
38.63,28.69,0,80.28,100,Weekday,Thursday,Light_Load
2.92,2.74,0,72.92,100,Weekday,Tuesday,Light_Load
2.52,3.92,0,54.08,100,Weekend,Saturday,Light_Load
40.82,29.99,0,80.59,100,Weekday,Tuesday,Light_Load
45.04,14.15,0,95.4,100,Weekday,Tuesday,Maximum_Load
5.58,0,16.96,100,31.25,Weekend,Saturday,Medium_Load
65.34,24.16,0,93.79,100,Weekday,Friday,Medium_Load
61.81,39.42,0,84.31,100,Weekday,Wednesday,Maximum_Load
3.35,4.03,0,63.92,100,Weekday,Wednesday,Light_Load
86.11,48.67,0,87.06,100,Weekday,Friday,Medium_Load
3.82,4.07,0,68.44,100,Weekday,Monday,Medium_Load
3.89,2.77,0.32,81.46,99.66,Weekday,Friday,Light_Load
64.22,20.05,0,95.46,100,Weekday,Tuesday,Maximum_Load
2.52,3.6,0,57.35,100,Weekend,Saturday,Light_Load
29.2,0.04,4.79,100,98.68,Weekend,Saturday,Maximum_Load
3.89,5.08,0,60.8,100,Weekday,Thursday,Light_Load
5.87,5.8,0,71.13,100,Weekend,Sunday,Light_Load
3.24,4.82,0,55.79,100,Weekend,Sunday,Light_Load
81.79,46.62,0,86.88,100,Weekday,Tuesday,Maximum_Load
34.49,0.22,6.23,100,98.41,Weekday,Wednesday,Maximum_Load
3.02,2.12,0.07,81.85,99.97,Weekday,Thursday,Light_Load
2.84,4.39,0,54.32,100,Weekend,Sunday,Light_Load
59.36,46.84,0,78.5,100,Weekday,Thursday,Maximum_Load
98.39,34.13,0,94.48,100,Weekday,Friday,Medium_Load
2.92,0,17.42,100,16.53,Weekend,Sunday,Light_Load
3.13,4.32,0,58.67,100,Weekday,Monday,Light_Load
71.82,33.55,0,90.6,100,Weekday,Tuesday,Medium_Load
2.84,5.51,0,45.81,100,Weekday,Tuesday,Light_Load
3.24,0,14.29,100,22.11,Weekend,Sunday,Light_Load
132.59,60.12,0,91.07,100,Weekday,Tuesday,Medium_Load
52.31,35.14,0,83.01,100,Weekday,Thursday,Medium_Load
86.94,42.66,0,89.77,100,Weekday,Thursday,Light_Load
2.81,4.93,0,49.52,100,Weekday,Friday,Light_Load
47.45,27.61,0,86.43,100,Weekday,Friday,Maximum_Load
3.24,0,17.24,100,18.47,Weekend,Saturday,Light_Load
45.9,20.34,0,91.43,100,Weekday,Wednesday,Maximum_Load
3.2,0,14.4,100,21.69,Weekend,Sunday,Light_Load
2.84,4.82,0,50.76,100,Weekend,Sunday,Light_Load
50.62,15.34,0,95.7,100,Weekday,Tuesday,Medium_Load
116.53,52.88,0,91.06,100,Weekday,Tuesday,Medium_Load
4.75,0,26.21,100,17.83,Weekday,Tuesday,Medium_Load
3.13,3.56,0,66.03,100,Weekday,Monday,Light_Load
2.59,5.36,0,43.51,100,Weekday,Wednesday,Light_Load
79.6,12.17,0.76,98.85,100,Weekend,Saturday,Maximum_Load
2.95,5.33,0,48.42,100,Weekend,Saturday,Light_Load
3.92,0,11.23,100,32.96,Weekday,Monday,Medium_Load
30.31,0.07,5.69,100,98.28,Weekday,Tuesday,Medium_Load
29.84,1.26,5.04,99.91,98.6,Weekday,Tuesday,Medium_Load
75.02,37.76,0,89.32,100,Weekday,Thursday,Maximum_Load
3.89,3.56,0,73.77,100,Weekday,Tuesday,Light_Load
100.01,44.17,0,91.48,100,Weekday,Thursday,Maximum_Load
3.31,0,17.64,100,18.44,Weekday,Thursday,Light_Load
2.56,3.85,0,55.37,100,Weekday,Monday,Light_Load
3.13,5.11,0,52.23,100,Weekend,Saturday,Light_Load
3.02,0,10.19,100,28.42,Weekend,Sunday,Light_Load
68.47,41.04,0,85.77,100,Weekday,Monday,Maximum_Load
3.2,0,17.89,100,17.61,Weekday,Wednesday,Medium_Load
3.35,4.57,0,59.12,100,Weekday,Thursday,Light_Load
3.38,5.51,0,52.29,100,Weekend,Saturday,Light_Load
106.92,38.2,0,94.17,100,Weekday,Thursday,Maximum_Load
2.95,0,10.84,100,26.26,Weekend,Saturday,Light_Load
32.54,3.6,0,99.39,100,Weekend,Sunday,Maximum_Load
2.99,5.58,0,47.23,100,Weekend,Saturday,Light_Load
2.81,4,0,57.48,100,Weekend,Sunday,Light_Load
5.9,5.29,0,74.45,100,Weekday,Wednesday,Light_Load
3.2,2.41,0,79.88,100,Weekday,Thursday,Light_Load
60.05,37.12,0,85.06,100,Weekday,Monday,Medium_Load
2.88,5.58,0,45.86,100,Weekday,Friday,Light_Load
4.14,4.07,0,71.31,100,Weekend,Sunday,Light_Load
7.13,9.14,0,61.51,100,Weekday,Monday,Light_Load
82.91,14.8,0.04,98.44,100,Weekday,Friday,Medium_Load
3.13,5.29,0,50.92,100,Weekend,Sunday,Light_Load
4.82,4.1,0.04,76.17,100,Weekday,Monday,Light_Load
44.42,11.7,0,96.7,100,Weekday,Friday,Maximum_Load
3.53,4.75,0,59.65,100,Weekday,Thursday,Light_Load
76.1,15.12,0.04,98.08,100,Weekday,Tuesday,Medium_Load
4.9,3.53,0,81.14,100,Weekday,Friday,Light_Load
3.06,0,17.42,100,17.3,Weekend,Saturday,Light_Load
33.08,7.78,0,97.34,100,Weekend,Saturday,Medium_Load
5.62,0,18.11,100,29.64,Weekday,Tuesday,Medium_Load
3.02,0,16.13,100,18.4,Weekday,Thursday,Light_Load
6.77,5.4,0,78.18,100,Weekend,Saturday,Light_Load
3.06,5.87,0,46.23,100,Weekday,Thursday,Light_Load
104,19.62,0,98.27,100,Weekday,Friday,Maximum_Load
6.26,0,18.04,100,32.78,Weekday,Thursday,Medium_Load
3.06,2.27,0,80.31,100,Weekend,Saturday,Light_Load
4.07,5.4,0,60.19,100,Weekday,Wednesday,Light_Load
2.7,4.5,0,51.45,100,Weekend,Saturday,Light_Load
3.35,0,21.89,100,15.13,Weekend,Saturday,Light_Load
124.7,48.64,0,93.16,100,Weekday,Thursday,Medium_Load
51.05,23.11,0,91.1,100,Weekday,Friday,Medium_Load
56.99,27.9,0,89.81,100,Weekday,Wednesday,Maximum_Load
59.54,36.25,0,85.41,100,Weekday,Wednesday,Light_Load
3.06,5.36,0,49.58,100,Weekend,Saturday,Light_Load
61.16,38.63,0,84.55,100,Weekday,Thursday,Maximum_Load
4.18,3.67,0,75.15,100,Weekday,Wednesday,Light_Load
48.74,16.56,0,94.68,100,Weekday,Wednesday,Maximum_Load
7.16,0,25.45,100,27.08,Weekend,Saturday,Medium_Load
2.81,4.28,0,54.88,100,Weekend,Sunday,Light_Load
3.38,4.79,0,57.65,100,Weekday,Friday,Medium_Load
8.42,1.15,15.84,99.08,46.94,Weekday,Thursday,Medium_Load
3.13,5.62,0,48.66,100,Weekday,Friday,Light_Load
2.81,3.96,0,57.87,100,Weekday,Wednesday,Light_Load
2.92,5.33,0,48.05,100,Weekday,Monday,Light_Load
3.28,6.12,0,47.24,100,Weekend,Sunday,Light_Load
35.5,5.47,0.11,98.83,100,Weekend,Sunday,Medium_Load
2.99,0,14.18,100,20.63,Weekend,Sunday,Light_Load
3.28,0,17.5,100,18.42,Weekend,Saturday,Light_Load
3.42,3.56,0,69.28,100,Weekday,Monday,Light_Load
3.02,3.06,0,70.24,100,Weekend,Sunday,Light_Load
