Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2.730,0.090,240.120,11.200,1.000,39.000,0.000
1.932,0.132,241.440,8.000,0.000,0.000,19.000
0.740,0.072,243.950,3.000,0.000,0.000,1.000
1.674,0.106,239.900,7.000,0.000,2.000,0.000
0.518,0.096,243.120,2.200,0.000,1.000,0.000
0.274,0.124,240.490,1.200,0.000,0.000,1.000
0.236,0.106,239.930,1.000,0.000,0.000,0.000
2.552,0.148,237.790,10.600,0.000,0.000,18.000
3.236,0.280,238.760,13.600,37.000,0.000,11.000
0.194,0.000,240.410,0.800,0.000,0.000,0.000
1.324,0.202,236.390,5.600,0.000,0.000,0.000
1.696,0.228,242.910,7.800,10.000,0.000,1.000
3.250,0.000,234.080,13.800,0.000,0.000,17.000
0.258,0.000,243.820,1.200,0.000,0.000,0.000
1.598,0.094,241.170,6.600,0.000,0.000,19.000
0.224,0.086,241.030,1.000,0.000,0.000,1.000
0.482,0.124,244.130,2.000,0.000,0.000,0.000
2.446,0.054,241.050,10.000,0.000,2.000,18.000
0.270,0.116,243.520,1.200,0.000,0.000,0.000
0.286,0.092,240.380,1.400,0.000,0.000,1.000
0.230,0.088,241.090,1.000,0.000,1.000,1.000
2.238,0.072,242.120,9.600,0.000,0.000,19.000
0.448,0.226,242.320,2.000,0.000,1.000,0.000
0.260,0.000,244.020,1.000,0.000,0.000,0.000
0.916,0.000,242.890,3.800,0.000,0.000,1.000
1.844,0.418,240.160,7.800,0.000,2.000,19.000
1.908,0.356,235.690,8.200,0.000,1.000,17.000
3.002,0.362,237.610,12.600,38.000,2.000,1.000
0.444,0.252,245.490,2.000,0.000,2.000,0.000
0.170,0.000,242.070,0.800,0.000,0.000,1.000
2.168,0.054,249.290,8.600,0.000,0.000,20.000
0.610,0.248,244.780,2.600,0.000,0.000,0.000
1.448,0.112,232.230,6.400,0.000,0.000,16.000
0.202,0.138,240.010,1.000,0.000,0.000,0.000
0.308,0.074,240.960,1.200,0.000,0.000,1.000
0.850,0.132,239.820,3.600,0.000,1.000,0.000
0.364,0.244,244.600,1.800,0.000,1.000,1.000
3.100,0.286,237.630,13.000,0.000,1.000,17.000
1.624,0.232,237.630,6.800,0.000,1.000,0.000
0.334,0.000,249.810,1.600,0.000,0.000,1.000
0.220,0.138,243.380,1.000,0.000,0.000,0.000
0.450,0.126,240.770,2.200,0.000,0.000,1.000
0.384,0.064,233.150,1.800,0.000,0.000,0.000
0.344,0.204,240.930,1.600,0.000,1.000,0.000
0.204,0.000,244.320,1.000,0.000,0.000,1.000
0.196,0.000,239.650,0.800,0.000,0.000,0.000
0.222,0.000,242.600,1.000,0.000,0.000,0.000
1.618,0.350,243.420,6.800,0.000,2.000,19.000
0.214,0.000,241.200,0.800,0.000,0.000,0.000
0.372,0.100,243.660,1.600,0.000,0.000,0.000
0.214,0.110,242.490,1.000,0.000,0.000,0.000
1.714,0.172,240.700,7.000,2.000,0.000,18.000
0.326,0.078,240.110,1.400,0.000,0.000,1.000
2.944,0.246,233.910,12.600,0.000,0.000,17.000
2.170,0.112,238.770,9.000,0.000,0.000,18.000
0.210,0.124,241.340,1.000,0.000,1.000,1.000
2.592,0.242,241.410,10.600,0.000,0.000,18.000
1.144,0.492,239.890,5.200,0.000,1.000,12.000
2.154,0.000,240.360,9.200,0.000,0.000,0.000
0.248,0.000,244.880,1.000,0.000,0.000,0.000
0.824,0.088,241.210,3.400,0.000,0.000,0.000
0.222,0.000,235.600,1.200,0.000,0.000,0.000
1.432,0.224,242.000,6.000,0.000,0.000,0.000
1.810,0.346,239.680,7.600,0.000,0.000,18.000
0.344,0.058,245.280,1.600,0.000,0.000,1.000
0.272,0.128,240.550,1.400,0.000,0.000,0.000
0.422,0.214,240.740,2.000,0.000,0.000,0.000
1.518,0.194,237.800,6.400,0.000,0.000,17.000
0.406,0.186,239.920,1.800,0.000,0.000,0.000
0.924,0.000,248.160,4.200,0.000,0.000,0.000
0.330,0.090,243.290,1.400,0.000,0.000,0.000
1.402,0.100,242.330,5.800,0.000,0.000,18.000
1.494,0.088,244.640,6.000,0.000,0.000,18.000
0.244,0.092,243.670,1.000,0.000,1.000,0.000
3.188,0.214,235.410,13.600,0.000,0.000,17.000
0.288,0.222,240.220,1.400,0.000,1.000,1.000
4.990,0.192,243.070,20.800,33.000,1.000,18.000
1.256,0.058,239.500,5.200,0.000,0.000,18.000
0.134,0.000,243.110,0.600,0.000,0.000,1.000
2.106,0.296,239.280,8.800,1.000,2.000,18.000
0.266,0.000,244.360,1.000,0.000,0.000,0.000
0.282,0.062,242.870,1.200,0.000,0.000,0.000
1.512,0.234,244.290,6.200,0.000,2.000,19.000
0.228,0.000,245.170,1.000,0.000,0.000,0.000
1.454,0.142,239.920,6.000,0.000,1.000,17.000
2.504,0.000,240.620,10.400,1.000,0.000,18.000
0.296,0.060,247.230,1.200,0.000,0.000,0.000
0.250,0.110,242.100,1.200,0.000,1.000,0.000
1.240,0.172,242.210,5.200,0.000,0.000,0.000
3.630,0.230,235.400,16.000,29.000,2.000,18.000
0.156,0.120,238.840,0.800,0.000,0.000,0.000
2.478,0.282,238.580,10.400,1.000,17.000,18.000
1.450,0.164,238.060,6.000,0.000,0.000,1.000
1.534,0.392,239.390,7.000,0.000,0.000,18.000
2.304,0.060,242.490,9.400,0.000,0.000,19.000
0.260,0.114,235.720,1.200,0.000,0.000,0.000
0.862,0.378,239.880,4.000,0.000,1.000,10.000
1.150,0.284,240.920,5.000,0.000,0.000,11.000
1.342,0.124,238.150,5.600,0.000,0.000,17.000
0.402,0.144,244.140,1.600,0.000,0.000,1.000
1.376,0.000,238.070,5.800,0.000,1.000,17.000
2.100,0.440,237.790,9.000,0.000,1.000,18.000
1.434,0.056,241.680,5.800,0.000,0.000,19.000
0.330,0.264,240.870,1.600,0.000,2.000,1.000
2.920,0.110,231.020,12.600,0.000,0.000,17.000
2.024,0.274,238.990,8.400,0.000,2.000,29.000
0.264,0.050,241.500,1.200,0.000,0.000,0.000
1.236,0.000,238.620,5.200,0.000,0.000,18.000
0.238,0.000,242.640,1.000,0.000,0.000,0.000
1.338,0.064,243.130,5.400,0.000,0.000,19.000
1.228,0.000,243.310,5.000,0.000,1.000,1.000
7.050,0.086,235.250,29.800,0.000,72.000,17.000
1.842,0.110,240.460,7.600,0.000,3.000,18.000
0.982,0.090,241.600,4.200,0.000,0.000,1.000
1.738,0.292,234.510,7.400,1.000,5.000,17.000
1.980,0.000,240.080,8.600,0.000,27.000,0.000
0.252,0.076,241.480,1.000,0.000,0.000,0.000
0.646,0.122,236.750,2.600,0.000,0.000,1.000
1.764,0.122,237.420,7.400,0.000,0.000,17.000
0.300,0.070,245.040,1.200,0.000,1.000,0.000
0.292,0.000,231.370,1.400,0.000,0.000,0.000
0.710,0.072,235.790,3.200,0.000,0.000,1.000
1.570,0.178,239.150,6.600,1.000,4.000,17.000
0.136,0.000,241.580,0.800,0.000,0.000,0.000
2.320,0.094,236.300,9.800,0.000,0.000,17.000
1.576,0.354,240.090,6.600,0.000,2.000,18.000
0.414,0.248,244.820,2.000,0.000,1.000,0.000
0.460,0.062,241.500,2.200,0.000,0.000,0.000
0.302,0.000,247.600,1.200,0.000,1.000,1.000
0.448,0.346,243.540,2.400,0.000,1.000,0.000
0.456,0.242,242.040,2.000,0.000,0.000,0.000
1.820,0.122,235.770,7.600,0.000,0.000,0.000
0.324,0.248,244.550,1.600,0.000,1.000,1.000
0.332,0.134,245.860,1.400,0.000,0.000,0.000
2.804,0.152,237.150,11.800,0.000,2.000,17.000
0.326,0.236,243.810,1.600,0.000,0.000,0.000
0.284,0.000,247.280,1.200,0.000,0.000,0.000
0.630,0.074,242.690,3.400,0.000,0.000,7.000
0.206,0.000,240.830,0.800,0.000,0.000,0.000
1.366,0.194,237.610,5.800,0.000,1.000,18.000
0.214,0.000,242.310,0.800,0.000,0.000,0.000
1.422,0.160,238.000,6.000,0.000,0.000,18.000
1.350,0.000,242.430,5.600,0.000,0.000,18.000
1.384,0.080,239.030,5.800,0.000,0.000,18.000
1.342,0.118,238.890,5.600,0.000,1.000,18.000
1.824,0.080,236.680,8.000,5.000,0.000,17.000
0.432,0.000,245.830,2.000,0.000,0.000,0.000
0.232,0.000,244.490,1.000,0.000,0.000,0.000
2.960,0.204,237.880,12.400,0.000,1.000,17.000
2.280,0.184,238.540,9.600,0.000,0.000,18.000
0.220,0.000,247.670,0.800,0.000,0.000,0.000
1.600,0.000,236.970,6.800,0.000,0.000,17.000
1.468,0.184,237.560,6.400,0.000,1.000,18.000
2.626,0.000,238.410,11.000,0.000,0.000,18.000
1.660,0.416,231.820,7.400,1.000,0.000,16.000
4.998,0.068,239.060,21.000,0.000,0.000,18.000
0.246,0.078,240.220,1.000,0.000,1.000,0.000
0.168,0.140,240.840,0.800,0.000,1.000,1.000
1.602,0.264,244.700,6.600,0.000,1.000,19.000
0.254,0.000,245.210,1.000,0.000,0.000,0.000
2.768,0.380,239.540,11.800,0.000,0.000,17.000
1.072,0.000,239.590,4.400,0.000,0.000,0.000
0.614,0.000,239.340,2.600,0.000,0.000,1.000
1.678,0.198,237.180,7.000,1.000,0.000,17.000
0.432,0.000,242.970,1.800,0.000,0.000,1.000
0.604,0.196,244.380,2.800,0.000,0.000,0.000
1.680,0.000,241.060,7.000,0.000,0.000,18.000
0.298,0.216,241.000,1.400,0.000,0.000,0.000
2.426,0.122,239.230,10.000,0.000,0.000,17.000
0.312,0.114,239.040,1.400,0.000,0.000,0.000
0.276,0.066,247.040,1.200,0.000,0.000,0.000
0.892,0.216,239.580,3.800,0.000,0.000,12.000
0.224,0.000,242.440,1.000,0.000,0.000,0.000
0.396,0.048,247.160,1.600,0.000,0.000,0.000
0.080,0.000,240.050,0.200,0.000,0.000,1.000
0.600,0.252,241.820,2.800,0.000,0.000,0.000
1.324,0.046,245.030,5.400,0.000,0.000,19.000
1.216,0.000,242.040,5.000,0.000,0.000,18.000
0.212,0.088,242.730,0.800,0.000,0.000,1.000
0.368,0.064,242.870,1.400,0.000,0.000,0.000
0.294,0.000,240.920,1.200,0.000,0.000,1.000
0.594,0.248,240.690,2.600,0.000,5.000,0.000
0.630,0.210,239.800,3.200,0.000,0.000,6.000
1.446,0.188,240.510,6.000,0.000,1.000,18.000
1.556,0.364,240.530,6.600,0.000,2.000,19.000
0.346,0.000,242.210,1.600,0.000,0.000,1.000
3.000,0.048,234.480,13.200,27.000,0.000,17.000
0.326,0.072,246.530,1.400,0.000,1.000,0.000
1.462,0.160,237.470,6.200,1.000,1.000,17.000
1.024,0.308,242.800,4.400,0.000,0.000,11.000
2.978,0.064,239.050,12.400,0.000,0.000,18.000
1.466,0.168,242.920,6.000,0.000,0.000,18.000
0.946,0.190,243.070,4.000,0.000,0.000,0.000
0.416,0.236,239.950,2.000,0.000,0.000,0.000
1.176,0.328,238.210,5.000,0.000,0.000,0.000
0.252,0.000,239.280,1.200,0.000,0.000,0.000
1.206,0.000,242.040,5.000,0.000,0.000,0.000
0.282,0.104,244.340,1.200,0.000,0.000,0.000
1.564,0.092,243.860,6.400,1.000,0.000,19.000
1.432,0.088,239.740,6.000,0.000,1.000,18.000
0.394,0.292,242.580,2.000,0.000,1.000,0.000
1.412,0.076,242.540,5.800,0.000,0.000,19.000
0.080,0.000,240.180,0.200,0.000,0.000,1.000
2.178,0.370,239.300,9.600,0.000,0.000,11.000
0.246,0.102,241.940,1.000,0.000,0.000,0.000
0.210,0.054,242.290,0.800,0.000,0.000,0.000
0.570,0.222,237.000,2.600,0.000,0.000,0.000
1.514,0.202,242.880,6.200,0.000,0.000,19.000
2.152,0.050,240.510,9.000,0.000,15.000,17.000
1.522,0.228,239.550,6.400,0.000,0.000,1.000
0.332,0.080,239.080,1.600,0.000,0.000,0.000
0.284,0.108,239.050,1.200,0.000,0.000,1.000
0.320,0.048,245.960,1.400,0.000,0.000,0.000
1.814,0.136,240.120,8.400,0.000,2.000,18.000
1.438,0.084,244.290,5.800,0.000,0.000,19.000
1.662,0.046,241.830,6.800,0.000,0.000,18.000
2.676,0.060,236.460,11.200,0.000,0.000,18.000
0.146,0.000,239.810,0.600,0.000,0.000,0.000
0.674,0.000,238.760,3.200,2.000,0.000,2.000
0.332,0.086,245.670,1.400,0.000,1.000,1.000
0.442,0.060,236.660,2.000,0.000,0.000,0.000
0.196,0.118,234.420,1.000,0.000,0.000,0.000
1.734,0.084,246.830,7.000,0.000,0.000,19.000
1.430,0.000,234.530,6.000,0.000,0.000,17.000
1.108,0.098,243.810,4.400,0.000,0.000,0.000
0.412,0.122,239.860,1.800,0.000,0.000,1.000
0.082,0.000,242.720,0.200,0.000,0.000,1.000
1.416,0.000,240.280,5.800,0.000,0.000,18.000
1.300,0.000,241.240,5.400,0.000,0.000,1.000
0.176,0.122,239.920,0.800,0.000,2.000,0.000
1.350,0.272,239.870,5.800,0.000,0.000,10.000
1.580,0.250,240.520,6.600,0.000,2.000,18.000
2.246,0.118,237.940,9.400,0.000,0.000,18.000
1.574,0.168,238.250,6.600,0.000,0.000,18.000
1.340,0.000,239.050,5.600,1.000,0.000,17.000
0.490,0.146,240.360,2.200,0.000,2.000,1.000
1.820,0.098,239.420,7.600,0.000,0.000,18.000
1.336,0.050,245.340,5.400,0.000,0.000,19.000
0.782,0.000,242.310,3.200,0.000,0.000,1.000
0.430,0.270,247.960,2.000,0.000,1.000,1.000
0.268,0.000,245.430,1.200,0.000,0.000,0.000
2.024,0.180,240.300,8.400,0.000,1.000,18.000
0.346,0.000,242.560,1.800,0.000,0.000,1.000
0.222,0.000,245.450,0.800,0.000,0.000,0.000
0.566,0.062,239.780,2.600,0.000,0.000,0.000
1.362,0.200,238.370,5.600,0.000,0.000,18.000
2.844,0.162,238.670,11.800,0.000,37.000,0.000
1.368,0.054,235.940,5.800,0.000,0.000,17.000
1.398,0.088,238.030,5.800,0.000,0.000,18.000
0.448,0.058,239.060,1.800,1.000,0.000,0.000
0.328,0.106,239.050,1.400,0.000,0.000,1.000
1.902,0.000,240.920,7.800,0.000,0.000,17.000
0.630,0.506,238.800,3.400,0.000,1.000,0.000
1.524,0.124,241.030,6.200,0.000,0.000,19.000
0.746,0.088,240.870,3.000,0.000,0.000,0.000
1.730,0.110,241.300,7.200,0.000,1.000,18.000
0.336,0.052,249.040,1.400,0.000,0.000,0.000
0.240,0.048,243.210,1.000,0.000,0.000,0.000
1.388,0.102,239.240,5.800,0.000,0.000,19.000
0.314,0.244,243.420,1.600,0.000,0.000,1.000
1.334,0.000,243.270,5.400,0.000,0.000,18.000
0.450,0.106,241.880,2.200,0.000,0.000,0.000
2.340,0.366,238.450,9.800,0.000,2.000,18.000
1.084,0.000,244.490,4.800,0.000,0.000,15.000
0.206,0.086,236.250,1.000,0.000,0.000,0.000
1.542,0.102,240.860,6.400,1.000,0.000,17.000
0.396,0.192,243.350,1.800,0.000,1.000,1.000
1.460,0.082,237.670,6.200,0.000,0.000,18.000
0.252,0.000,239.550,1.000,0.000,0.000,1.000
0.246,0.000,243.230,1.200,0.000,0.000,0.000
1.508,0.228,241.880,6.200,0.000,1.000,19.000
3.920,0.072,240.410,16.200,0.000,39.000,18.000
1.500,0.374,242.030,6.400,0.000,1.000,18.000
1.324,0.000,242.370,5.400,0.000,0.000,18.000
0.136,0.000,239.810,0.600,0.000,0.000,1.000
0.542,0.092,247.940,2.200,0.000,0.000,1.000
5.154,0.330,234.840,22.000,37.000,0.000,17.000
0.500,0.000,242.180,2.200,0.000,0.000,1.000
0.476,0.354,239.370,2.400,1.000,2.000,1.000
0.456,0.084,239.450,2.200,0.000,0.000,0.000
1.306,0.000,239.050,5.400,0.000,0.000,18.000
3.610,0.394,228.330,15.800,48.000,0.000,0.000
0.336,0.062,242.710,1.400,0.000,1.000,1.000
0.896,0.516,244.000,4.200,0.000,2.000,0.000
1.330,0.074,241.570,5.400,0.000,0.000,19.000
0.268,0.120,241.220,1.200,0.000,0.000,1.000
3.800,0.132,239.760,15.800,1.000,36.000,0.000
1.254,0.058,239.790,5.200,0.000,0.000,19.000
3.206,0.272,237.440,13.400,0.000,38.000,1.000
0.316,0.078,239.520,1.200,0.000,0.000,1.000
1.522,0.108,242.870,6.200,0.000,0.000,0.000
1.304,0.076,233.570,5.600,0.000,0.000,18.000
0.324,0.106,244.930,1.400,0.000,0.000,0.000
1.372,0.066,238.430,5.600,0.000,0.000,17.000
0.380,0.000,243.500,1.600,0.000,0.000,0.000
0.418,0.092,239.790,2.200,0.000,0.000,2.000
2.726,0.000,238.600,11.400,0.000,0.000,18.000
0.520,0.088,241.020,2.200,0.000,0.000,1.000
0.302,0.072,245.910,1.200,0.000,2.000,0.000
0.336,0.228,238.830,1.600,0.000,1.000,1.000
2.294,0.122,239.720,9.600,0.000,0.000,18.000
0.212,0.110,242.900,1.000,0.000,1.000,0.000
0.610,0.290,241.110,2.800,0.000,1.000,1.000
0.330,0.092,244.200,1.400,0.000,0.000,0.000
0.878,0.160,238.290,3.800,0.000,0.000,0.000
0.398,0.000,242.860,1.800,0.000,0.000,0.000
0.642,0.000,240.760,2.600,0.000,0.000,0.000
2.360,0.196,238.430,9.800,1.000,0.000,18.000
0.230,0.000,244.330,1.000,0.000,0.000,0.000
0.382,0.198,242.730,1.800,0.000,1.000,0.000
1.304,0.000,242.180,5.400,0.000,0.000,18.000
0.416,0.164,237.330,1.800,0.000,4.000,0.000
0.376,0.232,242.810,1.800,0.000,2.000,1.000
5.732,0.124,234.380,24.400,36.000,0.000,16.000
1.574,0.226,241.130,6.600,0.000,0.000,19.000
0.328,0.058,243.870,1.400,0.000,0.000,0.000
1.516,0.282,243.520,6.200,0.000,0.000,18.000
0.286,0.054,242.540,1.200,0.000,2.000,0.000
1.480,0.190,239.440,6.200,0.000,0.000,19.000
0.270,0.210,239.690,1.400,0.000,1.000,0.000
1.942,0.214,236.050,8.200,0.000,1.000,18.000
0.400,0.378,237.420,2.200,0.000,1.000,0.000
0.374,0.224,242.460,1.800,0.000,1.000,0.000
1.652,0.000,241.530,6.800,0.000,0.000,19.000
0.254,0.000,242.790,1.000,0.000,0.000,1.000
0.218,0.000,243.910,1.000,0.000,0.000,0.000
0.558,0.342,240.700,2.600,0.000,2.000,1.000
1.032,0.384,241.260,4.600,0.000,1.000,12.000
0.192,0.096,241.750,0.800,0.000,1.000,0.000
0.468,0.350,244.480,2.400,0.000,2.000,0.000
0.282,0.000,246.890,1.200,0.000,0.000,0.000
5.058,0.184,228.680,22.400,0.000,60.000,16.000
0.278,0.048,241.620,1.200,0.000,0.000,1.000
1.378,0.000,242.730,5.600,0.000,0.000,19.000
1.430,0.078,241.750,5.800,0.000,2.000,17.000
2.406,0.170,233.430,10.600,1.000,2.000,17.000
0.240,0.110,241.500,1.000,0.000,1.000,1.000
3.804,0.280,239.380,15.800,1.000,39.000,19.000
1.370,0.000,241.180,5.600,0.000,0.000,17.000
0.378,0.246,239.810,1.800,0.000,1.000,1.000
2.546,0.350,236.670,11.000,0.000,1.000,17.000
1.334,0.476,241.130,6.000,0.000,0.000,8.000
0.210,0.052,243.450,0.800,0.000,0.000,0.000
0.250,0.000,244.980,1.000,0.000,0.000,0.000
1.760,0.224,239.510,7.400,0.000,0.000,18.000
0.264,0.268,239.380,1.400,0.000,2.000,1.000
0.508,0.082,245.250,2.000,0.000,0.000,0.000
0.350,0.114,244.270,1.400,0.000,0.000,0.000
0.344,0.076,245.900,1.400,0.000,0.000,0.000
2.256,0.000,242.820,9.200,0.000,0.000,18.000
0.580,0.064,243.200,2.400,0.000,0.000,1.000
1.184,0.000,236.060,5.000,0.000,0.000,17.000
2.330,0.122,236.870,9.800,0.000,0.000,18.000
1.268,0.074,239.850,5.200,0.000,0.000,18.000
1.722,0.000,238.450,7.200,0.000,0.000,17.000
0.170,0.000,239.490,0.800,0.000,0.000,0.000
1.464,0.000,245.380,6.000,0.000,0.000,19.000
0.436,0.224,241.590,2.000,0.000,1.000,0.000
0.162,0.000,240.260,0.600,0.000,0.000,1.000
0.366,0.048,239.230,1.600,0.000,0.000,0.000
0.244,0.000,238.440,1.000,0.000,0.000,1.000
0.226,0.088,242.180,1.000,0.000,0.000,1.000
1.644,0.106,244.900,6.600,0.000,0.000,18.000
0.576,0.054,243.800,2.400,0.000,0.000,1.000
0.428,0.110,237.420,2.000,0.000,1.000,0.000
0.292,0.238,243.380,1.400,0.000,1.000,0.000
1.546,0.206,243.950,6.400,0.000,1.000,19.000
2.242,0.174,239.210,9.400,0.000,0.000,22.000
1.338,0.234,237.500,5.600,0.000,1.000,18.000
0.332,0.116,245.580,1.400,0.000,1.000,1.000
0.256,0.000,245.030,1.000,0.000,0.000,1.000
5.854,0.000,236.980,25.400,0.000,0.000,17.000
1.078,0.058,231.950,4.600,0.000,2.000,1.000
1.462,0.294,240.680,6.200,0.000,0.000,1.000
1.272,0.000,238.150,5.200,0.000,0.000,18.000
1.748,0.106,243.700,7.200,0.000,0.000,19.000
4.158,0.602,238.820,17.600,38.000,1.000,18.000
0.160,0.000,243.990,0.600,0.000,0.000,1.000
0.344,0.274,234.840,1.800,0.000,2.000,0.000
1.990,0.572,241.220,8.600,0.000,1.000,23.000
0.248,0.252,239.730,1.400,0.000,0.000,1.000
1.378,0.096,241.250,5.600,0.000,1.000,19.000
1.130,0.000,235.760,4.800,0.000,0.000,17.000
1.706,0.000,239.780,7.200,0.000,0.000,18.000
2.044,0.148,237.250,9.000,0.000,0.000,1.000
0.244,0.128,241.980,1.000,0.000,0.000,1.000
0.116,0.000,234.050,0.600,0.000,0.000,0.000
0.386,0.194,239.310,1.800,0.000,0.000,0.000
0.942,0.088,238.160,4.000,0.000,0.000,0.000
1.976,0.216,236.960,8.400,0.000,0.000,28.000
1.652,0.156,242.240,6.800,2.000,0.000,18.000
1.328,0.056,237.590,5.600,0.000,1.000,17.000
1.196,0.170,242.650,5.000,0.000,0.000,0.000
0.346,0.122,243.780,1.400,0.000,0.000,0.000
0.380,0.000,243.040,1.600,0.000,0.000,0.000
1.382,0.068,237.460,5.800,0.000,0.000,18.000
2.954,0.000,239.080,12.400,0.000,0.000,18.000
0.388,0.200,249.530,1.800,0.000,1.000,0.000
1.512,0.088,240.830,6.200,0.000,1.000,19.000
0.376,0.068,241.640,1.600,0.000,0.000,1.000
1.352,0.094,242.360,5.600,0.000,0.000,18.000
0.274,0.000,245.970,1.200,0.000,0.000,0.000
1.384,0.094,241.090,5.600,0.000,0.000,18.000
0.400,0.218,244.210,1.800,0.000,0.000,0.000
0.378,0.198,240.950,1.800,0.000,2.000,0.000
1.630,0.064,240.840,6.800,0.000,0.000,18.000
1.392,0.000,239.070,5.800,0.000,2.000,17.000
0.226,0.000,244.600,1.000,0.000,0.000,0.000
0.156,0.078,241.270,0.800,0.000,0.000,0.000
0.358,0.094,242.220,1.400,0.000,0.000,1.000
0.216,0.060,245.330,1.000,0.000,0.000,0.000
2.246,0.000,244.650,9.200,0.000,0.000,19.000
1.692,0.140,241.130,7.600,0.000,1.000,1.000
0.316,0.068,241.070,1.200,0.000,1.000,0.000
1.318,0.126,239.640,5.400,0.000,0.000,18.000
0.374,0.266,241.500,2.000,0.000,2.000,1.000
1.698,0.236,251.180,6.800,0.000,2.000,20.000
1.304,0.064,251.630,5.200,0.000,0.000,1.000
1.448,0.384,240.750,6.200,0.000,5.000,0.000
1.276,0.060,240.890,5.200,0.000,0.000,0.000
0.364,0.098,240.380,1.400,1.000,1.000,1.000
2.942,0.000,236.560,12.400,0.000,0.000,1.000
1.992,0.058,239.510,8.200,0.000,0.000,18.000
1.802,0.000,236.400,7.600,0.000,1.000,17.000
0.778,0.204,241.260,3.200,0.000,0.000,1.000
1.016,0.214,241.750,4.200,0.000,2.000,0.000
0.334,0.140,245.110,1.400,0.000,0.000,0.000
0.396,0.068,238.360,1.800,0.000,0.000,0.000
2.478,0.178,237.580,10.400,0.000,1.000,0.000
1.502,0.186,243.330,6.200,0.000,2.000,19.000
1.416,0.174,237.090,6.000,0.000,0.000,18.000
2.144,0.000,240.820,9.000,1.000,0.000,24.000
0.238,0.136,242.070,1.000,0.000,0.000,1.000
0.708,0.176,238.280,3.000,0.000,0.000,1.000
2.486,0.092,240.310,10.600,0.000,0.000,18.000
0.728,0.000,237.660,3.000,1.000,0.000,0.000
0.278,0.000,242.350,1.200,0.000,0.000,1.000
1.354,0.080,238.840,5.600,0.000,0.000,17.000
1.328,0.000,240.140,5.400,0.000,0.000,18.000
0.900,0.158,241.570,3.800,0.000,1.000,1.000
1.350,0.048,239.380,5.600,0.000,0.000,18.000
1.276,0.216,241.790,5.400,0.000,1.000,0.000
0.304,0.066,245.450,1.200,0.000,0.000,0.000
0.282,0.118,241.840,1.200,0.000,0.000,1.000
0.224,0.000,247.180,1.000,0.000,0.000,0.000
2.254,0.270,241.340,9.400,0.000,3.000,0.000
1.466,0.000,242.320,6.000,0.000,0.000,18.000
2.360,0.262,235.060,10.000,0.000,0.000,28.000
1.374,0.046,238.760,5.600,0.000,0.000,18.000
0.428,0.000,240.200,1.800,0.000,0.000,0.000
1.500,0.056,239.680,6.200,0.000,0.000,18.000
1.342,0.000,237.660,5.600,0.000,1.000,17.000
0.510,0.316,239.360,2.600,0.000,1.000,1.000
0.394,0.224,241.590,1.800,0.000,0.000,0.000
1.022,0.320,240.180,4.400,0.000,0.000,12.000
0.202,0.088,235.610,1.000,0.000,0.000,0.000
2.154,0.344,240.280,9.000,0.000,1.000,1.000
1.620,0.000,237.420,6.800,0.000,0.000,0.000
1.462,0.132,245.700,5.800,0.000,0.000,19.000
0.408,0.086,241.540,1.800,0.000,0.000,1.000
1.422,0.208,237.610,6.000,0.000,0.000,18.000
0.186,0.000,245.530,0.800,0.000,0.000,1.000
0.250,0.154,242.380,1.200,0.000,1.000,1.000
1.258,0.104,238.010,5.200,0.000,2.000,18.000
0.502,0.000,240.210,2.000,0.000,0.000,0.000
0.494,0.252,244.270,2.200,0.000,2.000,1.000
0.438,0.230,241.600,2.000,0.000,1.000,1.000
0.186,0.110,241.990,0.800,0.000,0.000,0.000
1.332,0.094,236.680,5.600,0.000,0.000,18.000
0.170,0.000,241.480,0.800,0.000,0.000,0.000
0.466,0.202,240.670,2.000,0.000,0.000,0.000
1.738,0.142,238.650,7.200,0.000,0.000,0.000
0.252,0.052,245.780,1.000,0.000,0.000,0.000
0.832,0.214,240.640,3.600,0.000,1.000,1.000
1.302,0.098,243.720,5.200,0.000,0.000,19.000
0.484,0.322,239.940,2.400,0.000,2.000,1.000
0.282,0.072,246.810,1.200,0.000,0.000,0.000
0.280,0.000,238.160,1.200,0.000,0.000,0.000
0.982,0.180,239.980,4.400,0.000,0.000,0.000
1.384,0.180,238.420,5.800,0.000,0.000,18.000
1.038,0.408,236.100,4.600,0.000,1.000,0.000
1.486,0.062,240.860,6.200,0.000,0.000,18.000
1.266,0.000,237.680,5.200,0.000,0.000,17.000
0.242,0.092,238.400,1.000,0.000,1.000,1.000
2.670,0.288,239.810,11.400,0.000,23.000,19.000
5.138,0.100,242.000,21.400,0.000,36.000,18.000
4.008,0.202,238.370,16.800,37.000,2.000,18.000
0.218,0.000,241.780,1.000,0.000,0.000,0.000
3.070,0.000,232.820,13.200,0.000,3.000,16.000
1.300,0.000,241.020,5.400,0.000,0.000,17.000
3.546,0.096,236.120,15.000,0.000,38.000,17.000
1.690,0.328,238.210,7.200,0.000,1.000,17.000
0.430,0.126,244.480,1.800,0.000,0.000,0.000
1.226,0.098,241.770,5.000,0.000,0.000,0.000
0.338,0.260,241.820,1.800,0.000,1.000,0.000
0.422,0.186,237.290,1.800,0.000,0.000,1.000
1.412,0.180,235.610,6.000,0.000,0.000,17.000
0.224,0.070,240.850,1.200,0.000,0.000,1.000
