Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,Temperature,Humidity,Wind Speed
37883.5443,23500.30395,23820.72289,11.77,74.2,4.92
32712.33584,17842.36253,18781.09091,16.51,66.52,0.076
27659.46903,19152.59875,8207.558733,19.81,84.7,4.912
33888.81356,20480.24316,16782.15075,11.92,49.42,0.085
39126.15385,32905.78512,17256.86747,21.31,54.84,0.084
22225.82278,13655.92705,14411.56627,16.23,76.8,4.915
32500.13245,20338.87734,19300.43077,19.85,73.5,0.082
31598.47909,25292.42099,10124.36975,16.86,69.06,0.076
25358.64407,15505.16717,11647.35678,5.562,90.4,4.92
26767.43363,13868.60707,13255.64862,15.6,69.4,4.914
23677.2766,13236.58537,14347.74194,11.78,60.21,4.92
28204.77933,16163.34012,15924.36364,15.72,86.8,0.073
30917.08609,18782.12058,22709.16923,27.01,57.24,4.918
24344.15094,14388.59556,13084.89028,21.9,86.8,4.916
44363.44371,25731.39293,28882.70769,21.21,81.7,0.068
35244.03996,24238.22598,23280.75235,25.27,93.5,4.909
24602.45425,13659.47047,15848.72727,15.91,85.3,0.082
29523.03797,17963.52584,16256.38554,11.06,53.52,0.082
39613.17546,21610.99796,27293.09091,15.24,83.8,0.072
36520.15209,29810.37128,15454.5018,16.65,58.48,0.084
45588.98361,26764.08669,25441.94332,25.4,38.86,0.081
34286.58228,15308.20669,17170.12048,13.99,56.36,0.089
29661.82992,17996.33401,14743.27273,13.4,83.2,0.087
40406.80301,16167.00611,19054.54545,17.26,86.8,0.07
24450.09836,15432.81734,11269.31174,17.84,89.7,0.069
22128.60759,13911.2462,14666.0241,9.31,69.22,0.079
26147.69231,21570.24793,8443.373494,17.33,57.52,0.082
26162.12389,15837.00624,13073.25843,21.58,86.8,4.91
38867.79661,19663.22188,16990.55276,17.75,53.0,0.08
28978.46154,21852.89256,8773.012048,10.13,76.2,4.923
41456.20253,27001.82371,25879.51807,12.82,69.5,0.086
37861.01695,23675.37994,17957.30653,12.46,82.7,0.075
39035.02775,27891.44667,26061.44201,34.59,24.51,4.905
45359.20266,29115.18987,36819.41423,27.93,43.76,4.918
37126.15385,31667.35537,16794.21687,19.38,47.87,0.087
45463.08197,27347.36842,26887.77328,25.27,51.57,0.077
37378.98305,21811.55015,22958.95477,13.93,59.31,0.082
42793.96721,25998.76161,25057.16599,17.8,80.7,4.92
21976.70886,13229.17933,14342.16867,16.15,63.12,4.918
43806.6383,26110.97561,25188.3871,17.18,68.22,0.084
42589.83051,25108.81459,25355.57789,10.56,46.98,0.085
30569.49153,21578.1155,16313.24623,11.72,87.5,4.917
23869.83051,14742.85714,11618.41206,14.9,65.09,0.08
42818.68676,24859.06314,26257.45455,18.16,43.51,0.081
24164.05063,14035.25836,13972.04819,9.33,76.5,0.086
34832.80947,22439.5112,18426.18182,22.74,43.94,0.084
37803.07692,30875.20661,20871.3253,19.13,69.91,0.072
35531.72031,23747.83527,28149.96865,24.76,82.8,4.923
34362.25914,24197.46835,30770.20921,27.53,58.02,4.908
30558.1749,26238.72353,12907.56303,16.35,75.1,0.072
40001.06312,28754.43038,32571.71548,30.69,51.22,4.906
27504.15501,14788.5947,16261.81818,14.86,82.0,0.087
42731.88375,22586.15071,27397.81818,16.47,51.05,0.085
35982.68852,23316.40867,16609.55466,21.48,70.9,4.919
35805.56962,22289.3617,16719.03614,17.71,44.57,0.088
42260.66738,16907.53564,18845.09091,17.65,87.6,0.073
45901.59292,27785.86279,23434.19816,23.67,82.4,0.279
40538.73418,26206.68693,25197.10843,12.59,76.6,0.087
29842.04218,21041.18268,23316.8652,25.99,87.4,4.912
29272.13115,18074.30341,14440.80972,17.53,90.5,0.087
31784.17021,18303.65854,16472.90323,15.53,59.85,4.92
34270.42623,21730.03096,15519.35223,23.0,52.65,0.085
41924.05063,26571.42857,25370.60241,10.85,78.6,0.077
34686.03939,19669.29461,13183.22188,22.83,69.87,0.067
33272.92035,18841.99584,15844.41267,20.69,86.3,4.922
35846.80851,21446.34146,20107.74194,23.23,51.65,4.919
28455.38462,22399.58678,13445.78313,19.46,71.4,0.073
26467.9646,14317.67152,13408.62104,20.79,71.5,0.314
31814.80851,18245.12195,16548.3871,14.15,73.9,0.074
40831.43174,26522.91447,24081.25392,27.2,47.92,4.905
25671.34426,16045.82043,14778.94737,16.63,78.4,4.924
40112.03501,25636.92946,17881.09422,22.11,71.4,0.104
23409.88593,18616.75361,8695.318127,15.41,62.86,0.08
24215.38462,19216.1157,7570.120482,10.4,68.06,3.202
28046.58228,18612.76596,13457.3494,9.92,79.0,0.087
41833.11258,23980.04158,25007.26154,18.65,59.73,0.082
21006.84411,16760.96962,9478.991597,8.9,85.1,0.084
30423.05085,21443.16109,16475.33668,11.66,87.0,4.92
20830.76923,16040.08264,9646.26506,18.72,63.71,0.072
41251.29568,28446.83544,29649.53975,32.59,30.22,4.924
36279.49367,22406.07903,17459.27711,13.83,48.95,0.08
32961.04918,20953.56037,19477.89474,17.59,84.2,4.917
26083.8512,16424.06639,9127.294833,23.29,65.86,4.917
44136.63717,25476.92308,19409.84678,21.63,79.5,4.923
30467.69231,24895.04132,10560.0,18.03,72.8,0.083
23285.10638,13514.63415,13981.93548,10.66,70.6,0.083
24185.87234,14674.39024,14585.80645,10.28,88.9,0.09
21496.70886,13929.48328,13891.08434,7.93,87.7,0.084
40270.39828,22179.22607,26722.90909,14.88,84.1,0.073
38868.81243,27408.65892,32898.80878,29.33,19.41,4.905
25894.51327,14751.76715,12926.16956,20.14,72.3,0.346
24267.64263,12691.64969,16215.27273,12.67,82.2,0.082
41174.75083,29096.20253,37578.57741,28.51,48.15,4.908
39216.47841,26897.46835,30095.39749,31.64,42.32,4.922
39536.20253,24889.9696,23369.63855,12.87,51.54,0.084
23264.81013,14607.90274,15394.6988,13.18,64.94,0.081
31271.18644,19692.40122,15387.01508,7.66,87.8,4.916
23280.0,20450.82645,7518.072289,9.52,74.2,4.92
46194.43709,27490.22869,28469.16923,23.58,45.7,4.917
33229.36709,20334.3465,16082.89157,16.51,74.8,0.07
33211.91489,23140.2439,16803.87097,20.33,64.35,0.08
40556.53718,32114.88912,25080.37618,29.89,55.25,4.905
22185.24917,12964.55696,15641.17155,22.19,80.2,4.909
21901.14068,16462.71863,9052.581032,16.61,66.46,0.082
35150.76923,29618.18182,15440.96386,10.75,70.8,4.926
36687.7377,22673.68421,19926.80162,27.72,47.7,4.926
22762.71335,17667.63485,11035.6231,17.76,69.85,0.083
32461.53846,26122.31405,10189.87952,19.28,54.38,4.923
26375.38462,21767.35537,12283.37349,17.7,51.8,0.083
22209.04918,13708.97833,13181.53846,15.71,89.9,4.915
31507.22433,25410.24854,9208.163265,18.17,66.02,0.075
32520.39344,17543.03406,17280.0,23.38,45.57,4.917
26640.0,14777.96258,11331.72625,21.7,45.72,4.92
39026.44068,23693.61702,23856.24121,13.6,65.64,4.908
35886.84607,21314.05295,18746.18182,18.56,63.28,0.076
36662.27848,20775.68389,17632.77108,14.55,60.83,0.084
30602.36324,16405.39419,10983.1003,19.47,80.3,4.917
34660.83151,21312.44813,13084.01216,26.58,44.21,4.922
41836.46018,24560.08316,18233.13585,26.09,53.68,4.922
33236.42553,17765.85366,18841.93548,24.23,49.76,0.082
35021.77215,22096.04863,22883.85542,12.88,78.7,0.079
41155.61462,28913.92405,31872.80335,29.44,55.59,0.065
35529.56811,25070.88608,29065.1046,29.01,50.76,4.908
35815.22124,21614.96881,15938.54954,25.41,68.82,0.271
41607.45763,25130.69909,24747.73869,13.19,72.6,0.081
24182.27848,14881.45897,11456.38554,14.12,77.5,0.08
35078.64407,21406.68693,16758.99497,13.5,74.6,0.081
38331.8091,23462.72439,18170.7837,25.97,84.8,4.922
26463.05085,16409.72644,16654.79397,15.48,62.72,0.084
31292.18543,20061.95426,14710.15385,22.37,74.1,0.069
34661.9469,21218.29522,13749.86721,23.32,82.5,4.916
38916.92308,30971.90083,16973.49398,20.76,69.28,0.073
45997.16814,28481.91268,22263.37079,22.45,65.46,0.278
30609.55752,18194.59459,14220.55158,20.93,80.7,4.914
23991.86441,11788.44985,13592.44221,13.34,67.63,0.082
49468.23529,32571.06653,35005.39185,22.7,50.12,4.929
44340.53097,26618.29522,21269.05005,21.59,58.59,0.269
30739.13621,20232.91139,25534.39331,22.96,60.22,4.911
36203.07692,30771.07438,16458.79518,21.46,53.47,0.085
39569.80132,24743.45114,26011.56923,20.13,85.1,0.066
33370.16949,20305.16717,20272.88442,8.74,63.3,4.917
24530.97345,16566.73597,8336.996936,20.86,79.6,0.323
22831.65957,13598.78049,14725.16129,14.61,81.6,0.068
43079.0958,23220.3666,27874.90909,16.33,86.7,0.075
41431.89873,25688.7538,24422.16867,7.99,61.4,0.087
40822.21744,21167.41344,27520.0,16.04,75.2,0.083
20758.32078,10426.06925,13568.0,14.43,89.7,0.069
33991.03219,24587.96199,17990.21944,22.87,57.35,4.91
33008.74172,17741.78794,19495.38462,17.52,68.11,4.916
31391.68999,16731.56823,18536.72727,14.32,88.8,0.071
28400.0,20882.2314,17794.6988,20.69,65.78,0.072
44609.3617,26601.21951,25141.93548,15.77,71.8,0.084
42033.41772,27005.47112,25989.39759,9.71,84.2,0.075
44869.38053,25574.22037,22787.00715,23.04,77.9,0.301
38935.81395,26388.60759,32644.01674,33.91,25.98,4.924
32568.57768,20304.14938,10837.20365,20.1,68.29,4.919
41308.70432,27903.79747,28432.46862,27.38,63.97,4.909
23150.29787,12036.58537,13354.83871,11.85,86.1,0.091
31236.92308,25259.50413,9657.831325,18.47,60.52,4.922
23178.70722,17629.94784,9444.417767,12.89,56.24,0.082
35742.51656,19826.19543,17108.67692,23.18,67.46,0.07
38977.49168,28389.44034,26934.16928,30.4,45.36,4.904
27970.76412,17232.91139,21961.50628,23.84,68.27,4.911
39582.51656,22228.69023,22744.61538,19.95,88.3,0.067
35180.02153,20195.92668,18525.09091,16.27,79.0,0.074
21432.69962,17022.39951,9179.351741,14.25,68.56,0.082
22576.27119,12477.81155,14426.05025,11.02,90.4,0.083
36180.19934,25162.02532,32409.03766,22.66,75.7,4.908
24087.82979,13569.5122,14823.87097,15.04,87.5,4.91
41761.57377,24141.17647,24841.45749,19.65,86.3,0.066
28410.64639,23086.83645,12780.79232,14.85,60.48,0.079
36267.61062,20308.93971,15997.38509,25.55,58.72,0.308
39035.76159,23744.28274,21817.10769,26.55,36.02,4.919
22693.67089,14294.22492,14706.50602,8.02,86.4,0.089
23260.59574,13876.82927,14161.93548,10.62,84.8,0.079
36378.30508,24791.48936,21083.33668,16.49,57.44,0.084
25907.39606,16412.86307,10206.93009,23.77,54.65,4.921
27677.76103,15004.88798,19293.09091,14.19,82.9,0.084
29408.36502,22471.9239,8217.046819,15.63,63.99,0.083
33885.95745,20542.68293,16159.35484,15.9,72.8,0.073
24690.26549,12532.64033,13755.75077,21.54,50.25,4.924
35266.82454,19213.44196,17396.36364,14.66,89.1,0.073
44106.89362,26648.78049,25066.45161,14.06,79.5,0.083
28295.6962,15891.79331,14729.63855,15.5,51.72,4.916
41193.88704,29946.83544,32282.51046,35.92,28.21,4.908
31385.87234,21900.0,15143.22581,12.83,89.2,0.083
21964.55696,13995.13678,13995.18072,8.92,62.5,0.086
35374.17722,20885.10638,16869.39759,16.22,64.15,0.075
33201.3289,20639.24051,27299.74895,30.21,52.16,4.912
32978.07309,20236.70886,25938.07531,27.45,77.8,4.916
44206.88124,31510.45407,36197.11599,26.92,80.1,4.902
46753.90728,26101.8711,27659.81538,20.82,80.1,0.066
34596.61017,20669.90881,16515.8593,16.24,55.86,0.083
22996.19772,18973.91838,7531.332533,6.429,86.9,0.079
42621.45695,26045.73805,25355.81538,21.61,68.05,0.083
25283.50109,16073.02905,10913.06991,16.69,86.6,4.913
22523.07692,18185.95041,9790.843373,14.49,64.3,0.076
35347.69231,29179.33884,16713.25301,16.87,82.0,0.069
23050.95057,18609.38938,9600.0,15.31,63.86,0.079
22874.52471,18973.91838,6995.438175,11.18,70.3,0.08
26092.0354,16735.13514,11049.31563,19.22,89.2,0.312
26955.54098,16235.29412,17967.93522,19.24,61.12,0.081
33489.55752,20189.18919,15491.39939,26.58,58.52,0.264
38563.67213,23227.24458,20906.23482,21.35,44.64,0.082
35459.24051,22252.88754,17222.16867,17.25,45.94,0.079
28939.74684,20757.44681,16742.16867,15.21,55.69,0.077
41592.18646,29792.18585,25381.31661,29.37,49.9,4.906
29003.44371,22337.21414,17587.2,23.43,71.3,0.071
25743.54486,16734.0249,11391.61094,19.05,92.1,0.076
31533.45133,17584.61538,16038.56997,25.33,48.48,4.926
20429.61702,11217.07317,11514.19355,11.59,72.3,4.918
25272.0775,13883.09572,17035.63636,16.38,83.5,0.077
35069.73451,21585.03119,13696.91522,26.54,66.72,4.921
27003.18584,17079.41788,14055.81205,20.12,87.6,0.289
27477.61589,15926.81913,19826.21538,25.8,67.28,4.918
38542.97872,22704.87805,23405.80645,13.55,61.68,4.919
34981.61464,20082.28106,18082.90909,19.23,66.21,0.088
29612.95405,24374.6888,10294.46809,21.57,57.5,4.922
21751.89873,13386.01824,13943.13253,10.28,73.5,0.081
31058.07309,20031.64557,25215.06276,22.35,75.9,4.918
28939.92395,21746.54802,8026.890756,15.79,61.62,0.082
39777.80731,26331.64557,30474.97908,28.07,66.97,4.913
30506.90344,22884.89968,23449.279,26.16,48.42,4.904
23374.81163,12775.96741,16075.63636,15.23,73.5,0.074
45062.78146,27479.00208,27269.90769,19.35,60.52,0.077
29593.62756,17611.4053,14912.0,15.86,88.3,0.072
33565.37705,18839.62848,18032.06478,32.62,18.85,0.078
39031.49502,27953.16456,30420.75314,26.37,65.9,4.91
40040.2649,23617.04782,26844.55385,23.65,71.2,4.922
33046.88742,17060.70686,18260.67692,24.19,47.98,0.08
36814.97872,22485.36585,17593.54839,16.25,64.79,0.073
28149.36877,18486.07595,22226.61088,24.15,85.5,4.919
45009.83607,27243.34365,26164.8583,19.12,85.4,4.918
26691.14754,16008.66873,16574.5749,18.38,70.9,0.076
24123.07692,18810.7438,10652.53012,11.66,83.3,0.081
42544.72808,27252.79831,28908.33856,22.55,63.55,4.908
35013.2459,22183.28173,18772.46964,21.63,70.3,4.926
35985.61598,25287.434,24370.15674,26.49,57.32,4.903
45337.18033,27852.63158,26153.19838,18.18,78.9,4.919
43410.88525,24453.25077,25657.65182,22.43,51.31,0.08
29265.70213,17162.19512,18121.93548,13.55,71.4,0.082
28892.30769,23507.85124,9160.481928,18.31,51.52,0.081
33671.42232,21525.3112,10965.59271,20.89,83.4,0.093
42182.80851,24406.09756,25223.22581,13.62,59.41,0.074
22777.18631,18410.55539,9697.959184,11.65,87.7,0.084
28876.46018,18677.33888,10372.70684,18.71,85.0,4.916
39507.7718,17937.67821,25437.09091,15.72,84.4,0.074
41585.31148,25066.25387,24934.73684,19.64,62.65,0.079
28748.85683,17631.2566,18965.26646,23.13,79.4,0.062
25611.2035,21178.0083,9068.93617,18.03,67.04,0.083
36898.46154,28956.19835,20183.13253,18.74,65.01,0.075
32233.11258,21409.14761,15241.84615,22.09,68.66,0.071
25447.3523,17712.44813,9121.458967,19.8,71.0,4.916
27857.03422,21974.83891,9876.590636,14.99,72.8,0.084
37732.88136,22555.6231,17575.23618,15.86,54.52,0.081
32285.93156,25174.59343,8989.195678,13.57,50.0,0.083
31466.09257,18692.87169,18693.81818,18.99,70.9,0.073
24572.30769,19517.35537,11884.33735,18.91,70.4,0.073
43053.77483,23018.29522,26549.16923,18.46,65.78,4.922
35819.01639,22848.29721,18294.41296,21.07,67.0,4.925
20860.8365,16606.32096,9721.008403,9.62,83.5,0.09
29838.68852,18115.17028,17309.1498,19.6,79.2,0.079
30311.7608,19674.68354,23503.93305,23.8,86.7,4.912
24831.86222,14114.05295,16517.81818,15.03,88.2,0.068
26780.33898,16358.66261,16307.45729,15.76,55.71,0.081
41485.42373,24846.20061,24550.91457,10.35,81.5,4.919
31248.47947,21980.14784,22040.87774,22.7,51.96,4.908
35286.37168,20739.29314,15197.22165,29.09,24.81,4.92
21201.52091,15958.26941,9928.451381,8.37,89.4,0.081
30388.30565,18672.1519,23612.38494,25.0,61.83,4.909
33383.70699,23763.04118,22010.7837,25.73,92.0,4.908
47704.77876,31760.08316,19056.8335,22.13,52.62,0.292
26237.90164,16361.60991,15431.90283,16.24,90.9,4.917
37193.87347,22900.1056,19651.41066,24.9,87.6,4.924
44405.5082,26466.87307,25960.80972,18.92,80.9,4.917
26877.89934,16091.70124,12908.93617,20.01,71.5,0.19
44157.93326,23968.22811,28334.54545,15.0,86.9,0.071
36425.38293,23045.22822,11770.94225,23.09,71.3,0.071
32569.83389,22420.25316,26148.95397,23.35,63.22,4.905
27771.86312,21588.21724,9127.490996,18.91,60.58,0.083
36438.66523,18267.61711,18030.54545,13.31,88.5,0.07
32193.04918,20500.3096,15705.91093,25.32,24.59,4.922
25230.68852,14656.34675,15519.35223,18.66,87.2,0.069
24057.19149,14231.70732,14910.96774,12.2,84.5,0.082
28362.53165,17434.65046,18349.87952,11.5,74.0,4.915
25365.66372,14849.06445,13973.44229,21.24,73.5,4.916
26741.52853,15815.07128,14464.0,15.7,86.5,0.079
39911.7608,32077.21519,30444.85356,31.55,37.32,4.907
40666.32911,27636.47416,25758.07229,14.88,52.09,0.081
45302.27848,27475.98784,26342.16867,13.63,60.81,0.075
44599.0372,30028.63071,20209.60486,23.74,60.35,4.916
29621.29278,24898.4351,12993.9976,10.48,70.3,0.091
27991.89873,17405.47112,13295.42169,15.8,72.9,4.912
30325.42373,18568.99696,14345.00503,9.48,54.42,0.093
33290.84746,18758.66261,18513.04523,13.34,85.1,0.073
26777.87234,16434.14634,16014.19355,11.6,81.9,0.084
39994.68439,27482.27848,29065.1046,28.82,59.9,4.909
28516.72131,17569.04025,17437.40891,19.6,69.59,0.071
35231.25416,22721.43611,26302.19436,26.86,76.8,4.92
37870.56478,25310.12658,28763.84937,29.39,50.36,4.908
37675.23179,22883.57588,20564.67692,28.96,32.99,4.919
41027.25664,22614.13721,21363.18693,22.27,60.45,4.922
22813.2766,12603.65854,10660.64516,14.73,76.3,4.915
42132.20339,26720.97264,25338.21106,12.25,72.1,0.083
36581.72185,23946.36175,18993.23077,25.78,37.4,0.071
33172.7414,26165.5755,22040.87774,26.02,68.59,4.904
41511.07221,25752.6971,18178.7234,18.31,91.5,0.074
24329.64478,15822.40326,14900.36364,14.49,75.6,0.079
28447.14829,22799.63179,9842.016807,18.88,56.04,0.084
30950.88608,18908.20669,15244.33735,10.9,65.4,0.082
28982.55738,17732.50774,16510.44534,20.58,63.78,0.076
39258.77913,25538.33157,23762.25705,26.25,62.42,4.907
35165.30973,21974.22037,15679.67314,26.03,67.19,0.259
24221.53846,19219.83471,7760.963855,15.57,76.1,4.915
31138.03063,17596.6805,14151.97568,20.47,61.15,4.922
45891.14754,27514.55108,26100.72874,20.3,68.75,4.919
38484.73628,20049.28717,26641.45455,14.31,82.2,0.071
32470.03279,19240.86687,17845.50607,25.01,57.32,0.071
29208.2392,19063.29114,22889.37238,23.27,56.43,4.921
25551.3308,20030.68426,10579.59184,13.77,80.1,0.081
26518.68709,18201.65975,9500.790274,17.95,90.9,4.92
26535.38462,20841.32231,7581.686747,9.3,83.1,0.082
38824.61538,33073.1405,16742.16867,12.97,79.4,0.071
46779.33775,28373.38877,29627.07692,24.59,44.83,4.918
38115.39823,22711.43451,19651.07252,21.72,81.2,0.294
43432.85106,25500.0,25269.67742,16.36,68.31,4.92
34242.11921,21248.23285,16328.86154,25.56,46.2,4.92
31458.46154,26126.03306,17378.31325,21.1,57.4,0.07
30771.10266,24957.34888,9058.343337,16.36,64.89,0.077
34854.12766,22957.31707,16925.80645,13.94,73.1,0.074
23583.05085,15501.51976,11085.82915,11.57,65.35,0.084
33665.3617,20714.63415,16995.48387,11.66,59.23,0.08
31654.51327,17797.921,15161.92033,24.27,39.15,4.937
44593.75415,27600.0,34288.87029,24.58,83.3,4.924
31184.79087,27067.19853,13650.90036,10.48,74.4,0.082
34108.47458,23620.66869,17766.27136,14.04,75.8,0.086
37417.96721,20478.01858,20422.34818,21.8,64.73,4.922
39066.99223,26530.51742,25682.25705,28.47,51.46,4.925
32552.54237,21406.68693,16457.96985,15.94,58.96,0.081
29386.19469,17517.25572,14844.20838,22.55,66.72,0.294
35891.68142,22483.16008,13855.7712,22.97,73.1,4.921
44420.33898,26017.02128,25488.72362,13.85,68.71,0.084
44544.42478,25042.82744,19715.79162,21.65,74.6,4.917
31896.57795,26091.43909,8810.564226,17.17,70.2,0.082
29055.51331,23657.56367,10383.67347,18.36,60.75,0.078
35248.14159,24619.95842,11096.38407,22.83,65.89,4.918
27258.0531,16027.85863,12990.88866,21.25,59.95,0.273
24412.59574,14187.80488,16130.32258,12.14,83.1,0.085
40524.6071,21189.40937,27031.27273,13.59,85.8,0.07
32360.84351,22732.84055,24370.15674,20.93,75.7,0.066
44290.7234,26476.82927,26134.83871,14.92,75.2,0.074
32033.89831,19852.88754,14958.63317,15.24,55.94,0.082
22982.59136,13545.56962,16755.8159,22.46,83.3,4.914
33724.0678,20144.68085,16822.67337,15.55,58.06,3.982
28252.32787,18226.62539,16842.75304,17.11,84.6,4.923
22844.63895,12775.51867,8771.306991,13.51,75.5,4.92
40709.10299,27246.83544,27986.61088,27.44,63.6,4.908
34067.8481,21198.78419,16979.27711,14.08,69.95,0.088
31764.98361,18988.23529,16941.86235,21.83,57.32,0.073
20584.91803,13107.12074,11106.07287,16.38,91.1,4.915
22843.07692,18260.33058,9837.108434,12.42,75.3,0.071
37014.03974,21753.43035,21326.76923,25.06,62.61,0.068
42533.47686,22740.1222,27397.81818,18.42,70.7,0.08
29062.10877,19319.11299,18989.34169,20.53,75.4,0.072
36146.36066,22157.27554,21215.22267,16.56,87.7,4.922
35273.89831,23044.3769,17841.52764,16.87,51.31,0.081
21481.36882,16506.90396,9381.032413,7.3,90.2,0.083
31459.40426,20915.85366,14562.58065,16.2,43.77,0.086
20794.68439,13025.31646,13893.89121,19.92,73.8,4.914
32470.0885,22355.92516,12985.00511,23.39,69.16,4.924
25175.59322,13874.77204,13355.09548,11.14,92.5,0.078
36771.64557,22697.87234,22282.40964,15.2,83.1,0.08
39731.74468,23454.87805,23475.48387,12.89,63.68,0.076
32743.29114,17259.57447,17765.78313,15.98,56.39,0.079
26073.84615,20402.47934,7402.409639,9.31,83.1,0.082
31013.47686,19110.7943,16913.45455,18.61,59.08,0.085
34407.07965,20825.36383,12873.21757,24.72,54.28,4.919
28264.77876,16761.33056,14426.476,22.58,87.2,0.292
23695.81749,19301.62627,10176.23049,11.01,85.6,0.079
34694.80851,20389.02439,17309.03226,13.92,76.0,0.083
22600.35398,16005.40541,11655.32176,20.09,84.7,0.296
28156.46018,17236.59044,12814.38202,20.58,77.8,4.913
36129.16944,24850.63291,25094.56067,36.59,31.89,4.925
21183.26996,17066.58484,9795.918367,5.098,86.5,0.081
35700.83961,20313.23829,18589.09091,15.63,89.3,0.071
27159.7351,14819.12682,12352.98462,21.24,74.2,0.066
37037.26236,31077.01749,15967.34694,13.63,70.6,0.077
36925.03311,21113.51351,23961.6,24.32,67.14,4.922
24686.58228,16511.8541,11901.68675,8.65,82.5,0.084
21397.78723,12735.36585,11543.22581,9.63,88.2,0.075
35806.42623,22885.44892,18061.21457,22.56,55.89,0.072
22135.38462,17033.05785,11971.08434,12.03,78.6,0.088
23076.76596,13964.63415,13941.29032,11.46,85.7,0.072
42967.14894,22496.34146,27319.35484,20.24,64.57,0.081
34165.82781,22269.85447,18821.90769,23.93,60.93,0.072
28867.69231,21607.43802,10831.80723,21.29,68.15,0.068
39931.32743,22483.16008,20109.98979,19.95,66.79,0.164
27293.34769,18678.20774,12817.45455,14.53,72.2,0.08
46130.86093,27853.22245,27547.56923,21.34,79.2,0.07
25227.01987,13801.2474,12223.01538,20.52,78.0,0.076
43048.10127,27162.31003,25723.37349,11.51,73.6,0.088
22365.56962,14994.52888,14972.53012,12.4,71.5,0.075
24212.1663,17917.84232,11117.32523,16.06,85.8,4.918
26669.93435,17846.88797,9862.613982,18.67,92.9,0.065
28329.53642,18209.56341,12920.12308,22.33,69.88,0.07
38555.56049,27256.59979,30984.82759,20.5,52.25,4.903
43330.76412,30603.79747,29667.61506,30.81,30.05,4.906
38013.45133,23893.97089,15226.63943,26.29,42.01,0.271
31140.76596,18376.82927,14957.41935,16.82,70.3,4.919
33913.22034,22453.49544,17581.02513,17.14,58.51,0.082
34119.86711,22921.51899,32625.94142,30.87,31.01,4.91
20635.27869,12089.16409,12814.25101,20.07,54.94,0.078
22116.92308,17014.46281,10189.87952,13.52,69.71,0.082
26898.46154,21451.23967,11890.12048,12.07,81.5,0.076
21876.80608,18274.31728,9536.614646,14.46,80.8,0.075
43072.56637,27987.94179,18256.67007,24.37,77.0,0.26
23659.74684,14239.51368,14851.08434,16.65,75.1,4.912
24002.12389,13546.77755,10843.39122,18.34,70.6,0.184
43528.50498,30375.94937,29288.03347,30.65,32.08,4.906
24073.0038,19824.48604,10902.28091,10.76,69.3,0.08
28290.26549,18415.38462,11855.36261,21.11,87.4,0.289
36475.9322,21906.38298,17957.30653,13.97,73.6,4.913
29169.55752,16862.37006,13685.14811,20.49,84.5,4.913
31390.76923,25330.16529,17083.37349,22.39,56.84,0.071
44876.32385,26619.08714,19474.28571,19.81,74.3,0.072
35070.45952,23265.56017,12611.30699,20.91,84.1,0.066
32837.74086,22511.39241,27341.92469,26.27,34.05,4.914
32231.48936,19456.09756,19440.0,12.15,82.1,0.08
33988.86076,21778.7234,16747.95181,15.81,31.62,0.085
31667.74468,19536.58537,15462.58065,15.93,57.6,0.083
30886.69202,25892.60509,9323.409364,13.74,57.58,0.083
23455.47541,14028.48297,15274.49393,17.58,67.82,0.084
26581.70678,15173.02905,12418.7234,19.9,68.39,4.924
37853.24503,23467.35967,23642.58462,20.48,71.3,0.082
43707.10963,27729.11392,31384.76987,32.69,39.92,4.909
22129.23077,17419.83471,10536.86747,14.97,82.8,0.081
30316.46018,17977.54678,14650.05107,23.64,55.02,0.303
44439.7351,26760.49896,27789.78462,22.21,60.37,4.924
34260.53097,19463.20166,14602.98264,23.77,64.15,4.927
38806.88742,23441.16424,20399.26154,26.55,56.5,0.065
27585.04918,18115.17028,12167.12551,16.87,88.7,4.914
45418.80795,28062.78586,28723.2,22.25,65.15,0.07
42658.03063,26339.00415,18318.78419,19.49,81.4,4.914
41809.54495,25895.67054,26759.62382,25.34,82.7,4.92
32718.98734,19043.16109,16233.25301,11.02,78.7,0.08
33162.4918,20177.08978,16772.79352,29.67,27.22,0.081
23199.31915,13675.60976,13941.29032,9.92,86.7,0.079
23211.57447,13342.68293,13958.70968,11.62,66.79,0.082
23125.78723,13152.43902,13540.64516,12.74,72.9,0.079
45689.70492,27035.29412,26112.38866,21.48,57.84,0.08
24475.27869,14838.39009,14831.417,15.23,79.1,4.917
37672.85106,21885.36585,16803.87097,15.55,70.2,0.075
31310.44248,17711.85031,14079.34627,21.26,61.46,0.216
34780.22814,28422.2154,14958.94358,11.62,71.2,0.083
31085.11475,15956.65635,17758.05668,18.01,81.9,0.068
23052.40043,12240.7332,14836.36364,14.55,88.3,0.079
31223.60656,18456.96594,17956.2753,24.06,44.14,0.078
29213.68821,23815.89445,11449.69988,15.86,60.49,0.077
24230.44133,12973.93075,15365.81818,15.88,87.6,0.065
34878.6383,21508.53659,17175.48387,16.68,65.09,0.076
39020.33898,23551.36778,23561.00503,8.64,87.7,0.083
26357.11518,14480.65173,17832.72727,14.69,89.7,0.073
32372.98013,20439.91684,19991.63077,18.6,60.85,0.08
25344.0,15455.10836,15332.79352,18.57,70.5,0.08
22513.02128,13419.5122,13656.77419,10.54,85.5,0.084
